YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345
2009-01-11,3583.963264,3473.127616,3395.7208,3345.096256,3275.389888,3243.182944,3204.421984,3169.797088,3125.954176,3091.66864,3071.79136,3054.172,3031.370272,2988.235456,2970.603904,2952.1886079999995,2926.539808,2925.560512,2904.775264,2903.649568,2884.559008,2884.565056,2885.316736,2888.29072,2892.535456,2906.571232,2920.817536,2936.580832,2980.562944,3021.0936639999995,3179.296096,3388.676128,3796.028128,4158.217215999999,4325.145184,4409.011072,4477.186528,4524.076096,4569.692031999999,4618.829728,4656.271552,4667.423584,4693.764064,4714.42096,4730.1474880000005,4740.075136,4668.690592,4471.149568000001,3721.225024,3682.30192,3649.554976,3626.976928,3649.340032,3708.986176,3973.57984,4238.165344,4289.755936,4358.439039999999,4368.837376,4367.829088,4379.570272,4421.9814400000005,4446.278079999999,4480.751391999999,4507.732672,4563.756256000001,4567.348288,4577.007328,4533.791872,4494.155776,4314.587488,4219.138720000001,4251.618399999999,4395.471232,4588.951552,4625.202784,4658.086528,4641.8326720000005,4602.008608,4564.536256,4540.392352,4539.083584,4521.871072,4516.64032,4494.693472,4428.044704,4397.198079999999,4347.7984,4268.50096,4189.125184,4101.44176,3968.697568,3804.616768,3637.447456,3490.656256,3364.955776
2009-01-12,3232.269088,3147.2608,3094.936096,3024.073024,2981.408608,2939.848,2906.012032,2871.707968,2850.289408,2831.904544,2799.994816,2779.98832,2749.91872,2739.922432,2722.90048,2715.983584,2715.827008,2708.555776,2695.783264,2689.732864,2701.831552,2712.0720639999995,2728.886656,2739.117088,2756.585536,2812.208128,2848.220032,2896.987648,2992.40176,3162.1199679999995,3402.287008,3777.729568,4430.868928,4963.4392,5182.434496,5294.677696,5367.483904,5428.992832,5472.802624,5495.95936,5523.327808,5553.67888,5594.277856,5601.190911999999,5610.44032,5614.315455999999,5351.073952,5238.251391999999,4252.488447999999,4173.897376,4148.185984,4137.436576,4213.097056,4355.275936,4785.570112,5176.929088,5278.467328,5355.404704,5370.6016,5391.572512,5404.312192,5434.578016,5478.425343999999,5501.162464,5522.326528,5562.19936,5575.118079999999,5552.14336,5459.770047999999,5352.847648,5078.568928,4839.842464,4914.265984,5078.245983999999,5389.989088,5553.078016,5600.5,5629.890592,5596.884544,5557.957216,5513.208927999999,5505.606207999999,5479.526368,5447.125024,5394.753952,5287.065664,5229.973792,5147.793471999999,5043.085983999999,4890.290271999999,4765.489888,4607.490592,4394.756416,4191.847168,4013.093824,3831.974464
2009-01-13,3676.65952,3571.541152,3506.575456,3454.912384,3388.403584,3334.214176,3297.200032,3261.175936,3228.2190399999995,3215.2288,3188.183584,3163.477888,3138.073792,3119.546656,3095.659648,3077.69968,3065.472064,3057.9575680000003,3040.963264,3030.313792,3024.248128,3048.844384,3051.88192,3057.489568,3079.458016,3123.576256,3142.961152,3177.875776,3263.474176,3401.871232,3639.380512,3938.957056,4505.472352,5033.024704,5252.48176,5360.652832,5411.254336,5468.696416,5496.142144,5552.205184,5555.14096,5589.490911999999,5626.137376,5627.641119999999,5623.259679999999,5615.950432,5507.967328,5209.852192,4601.897536,4193.84032,4177.15984,4163.3416,4252.356256,4372.806208,4763.6439040000005,5172.054016,5281.598559999999,5356.385343999999,5367.8416,5380.314016,5408.084223999999,5450.466688,5481.505504,5495.605504,5536.548448,5575.089088,5570.23888,5546.8984,5472.115936,5367.633952,5078.046687999999,4896.418720000001,4927.166368,5101.342143999999,5397.754336,5541.004864,5613.85984,5657.771871999999,5621.472832,5584.757536,5537.030752,5522.881984,5473.489888,5417.835136000001,5384.822464,5300.971552,5201.02,5127.984064,5035.7416,4876.925343999999,4717.687168,4570.090912,4373.696416,4179.834976,4008.621952,3840.215584
2009-01-14,3671.294176,3551.872672,3496.574176,3428.06368,3360.519328,3339.4888,3306.87856,3275.260672,3218.083552,3209.667136,3173.815456,3155.87824,3140.413312,3114.563584,3091.876288,3073.72048,3052.475104,3054.074464,3036.381472,3033.256096,3035.215744,3045.341152,3051.347968,3057.41056,3059.375968,3101.056096,3131.233312,3168.415456,3246.69856,3379.281952,3609.505696,3909.005056,4509.824224,5041.251232,5220.61888,5305.522144,5372.979039999999,5419.067008,5464.48096,5475.849088,5500.563424,5525.05888,5554.191232,5561.967807999999,5570.257696,5568.552831999999,5439.717376,5166.6592,4591.00048,4171.8564160000005,4152.169888,4141.40128,4213.719999999999,4367.197216,4740.708447999999,5088.062944,5204.107648,5263.867168,5274.054975999999,5283.327808,5299.26112,5336.788767999999,5368.683904,5368.683904,5368.683904,5462.731552,5456.55952,5421.873471999999,5335.10128,5256.704704,5007.965343999999,4799.325664,4893.637215999999,5019.337696,5323.911712,5480.262304,5539.112991999999,5569.467807999999,5537.831391999999,5504.609728,5457.966208,5440.968927999999,5405.925184,5371.860159999999,5337.511072,5259.624064,5163.303904,5049.071872,4962.28048,4837.566207999999,4705.092832,4555.565344,4343.548768,4158.682623999999,3979.943872,3801.073312
2009-01-15,3632.574496,3530.757376,3451.07824,3399.847456,3328.436896,3287.573152,3247.68016,3220.775776,3176.214784,3162.94816,3141.723232,3122.971072,3081.59152,3058.916416,3048.94,3031.859008,3007.932832,3014.063104,2998.196128,2990.144704,2994.82,2994.005344,2992.857856,2996.4711999999995,3005.349568,3035.295136,3061.557568,3089.759968,3182.006848,3295.2910719999995,3520.121152,3820.338688,4365.85936,4839.804064,5032.66096,5149.927168,5198.92144,5233.317376,5270.759679999999,5283.313792,5320.012192,5340.541984,5369.465343999999,5381.466688,5388.032512,5376.046528,5271.965824,5012.133952,4431.5819200000005,4070.527456,4038.465184,4009.445056,4092.134176,4212.417375999999,4573.792192,4898.662624,4981.207168,5033.145664,5037.501759999999,5070.435616,5081.311072,5111.991712,5143.341759999999,5156.95984,5190.517696,5211.808768,5200.1655040000005,5194.267167999999,5049.194656,5011.958079999999,4798.730272,4600.08016,4656.978016,4812.163264,5085.5008,5207.423104,5273.286687999999,5289.328767999999,5265.247168,5229.262624,5185.850272,5167.883584,5127.054975999999,5117.591391999999,5070.431392,5012.4198400000005,4935.684064,4865.789248,4762.072192,4672.37824,4556.62,4406.444704,4184.724064,3996.104224,3830.08144,3658.746976
2009-01-16,3516.937696,3413.85856,3335.01136,3272.664736,3211.134016,3169.8592,3137.070592,3107.645344,3073.367488,3048.577696,3007.188448,2982.936928,2965.06048,2950.1131840000003,2927.99104,2923.649248,2898.574816,2899.36912,2895.98944,2892.107008,2884.796416,2880.405856,2888.403904,2890.842304,2897.71168,2923.434016,2936.85856,2973.606688,3027.385216,3153.542944,3377.335456,3661.09888,4200.529408,4658.733952,4833.754336,4937.435776,4996.183263999999,5018.606847999999,5065.535776,5102.17504,5125.314016,5144.475136,5173.456576,5175.252832,5167.534815999999,5171.373471999999,5066.756896,4840.728928,4327.803424,3947.352544,3913.554976,3888.551872,3951.53056,4048.017376,4342.339840000001,4663.379679999999,4761.930112,4801.492192,4794.03904,4798.107808,4806.164704,4809.93952,4853.862784,4877.811712,4908.657856,4928.23984,4917.661599999999,4874.853472,4789.469728,4703.591872,4467.289887999999,4320.297376,4382.26,4568.14144,4814.868928,4948.514656,4995.53824,5013.586528,4977.029728,4943.68096,4899.288928,4874.69968,4849.908447999999,4814.467168,4777.207168,4704.2663680000005,4655.405344,4581.625983999999,4507.492192,4403.162464,4298.547328,4186.297215999999,4036.082464,3849.187456,3692.177536,3529.773952
2009-01-17,3375.097696,3281.532544,3201.176896,3148.237408,3093.37984,3054.63136,3007.736896,2973.526336,2932.916416,2909.505184,2881.262944,2856.350752,2840.161984,2803.11184,2786.88112,2766.09952,2760.406816,2759.91088,2738.893024,2738.69008,2727.0616,2730.315136,2734.4008,2734.193824,2743.75888,2771.415616,2790.422752,2813.254336,2871.985696,2976.565504,3159.3957760000003,3401.989888,3824.964544,4214.896575999999,4380.466528,4449.264064,4510.344544,4550.830432,4590.40048,4600.6216,4630.976416,4649.649088,4665.850047999999,4655.541759999999,4671.094816,4669.805343999999,4579.370271999999,4384.430272,3908.809408,3598.36192,3590.59984,3571.2712,3617.44192,3707.376256,4031.032,4242.574816,4306.649728,4343.264704,4342.087168,4373.08096,4377.668608,4405.701279999999,4425.912832,4437.251391999999,4461.433792,4484.865184,4482.924064,4456.583584,4382.114176,4314.0203200000005,4099.381984,3993.050752,4033.501312,4189.070752,4422.516256,4500.634816,4517.7784,4519.465024,4477.516576,4453.2784,4420.186528,4404.984064,4384.272832,4349.50096,4337.347648,4287.603424,4238.810751999999,4183.471072,4131.134656,4042.076128,3950.196736,3835.886368,3700.247488,3549.153184,3408.794176,3283.116256
2009-01-18,3153.696736,3076.040512,2991.489088,2930.185984,2850.163264,2811.49888,2771.146816,2741.993632,2703.04,2671.5688,2650.830112,2618.715424,2602.475968,2590.427008,2570.56192,2547.6016,2528.482624,2520.322432,2508.305056,2492.255296,2494.988128,2507.564416,2500.9816,2498.859328,2493.301984,2504.977216,2503.795456,2517.58,2550.488128,2612.583232,2733.163264,2917.9180479999995,3229.926688,3551.643904,3665.718688,3742.458016,3788.653312,3826.901152,3864.463072,3899.908768,3930.455104,3951.11872,3973.282432,3979.236928,3986.711872,3992.974336,3940.913152,3795.776896,3454.07872,3211.363744,3192.135136,3168.75952,3187.484896,3242.282752,3430.237696,3605.674336,3648.13888,3676.910752,3682.952032,3672.297376,3685.045024,3708.554944,3740.112544,3742.12,3773.496256,3799.336768,3817.836928,3809.888608,3771.784864,3724.593952,3609.946336,3544.614496,3594.656416,3747.728128,3948.20992,4014.966688,4019.44,4013.699968,3987.346048,3948.854176,3910.252384,3907.580032,3887.572,3884.31856,3881.157568,3830.127328,3782.701984,3741.196768,3709.12192,3625.447456,3546.87184,3438.49072,3326.087008,3193.95808,3086.364064,2975.608
2009-01-19,2849.444896,2765.45056,2689.047616,2630.386048,2576.691712,2545.353184,2512.834816,2473.421152,2453.244544,2424.65872,2399.959648,2378.7955839999995,2352.822784,2336.01856,2320.493632,2306.886208,2297.146336,2291.444032,2287.580512,2283.251872,2275.662304,2284.651072,2300.475136,2298.703072,2318.281984,2345.396128,2364.217888,2391.386176,2450.17984,2559.236128,2722.47136,2963.97904,3380.7208,3734.761984,3876.839968,3971.704384,4007.894176,4055.47984,4082.256736,4118.572672,4099.223583999999,4141.064704,4156.771552,4172.094016000001,4185.405664,4202.967807999999,4135.552192,3934.30864,3570.94,3294.13888,3262.823104,3253.278208,3296.886688,3394.698016,3612.330592,3810.475456,3876.173152,3943.942432,3950.515744,3931.066048,3946.704256,3999.846208,4001.948608,4012.504384,4038.775744,4042.065664,4052.267968,4041.472384,3969.20176,3885.8008,3743.747968,3624.215584,3700.513024,3866.948128,4126.78096,4215.003424,4231.764064,4230.892672,4182.264064,4158.7216,4121.874495999999,4100.396416,4061.96944,4037.482432,4001.216128,3963.808768,3906.936736,3852.61072,3792.14128,3728.780032,3608.983072,3489.291712,3376.271872,3236.764096,3097.62016,2983.227328
2009-01-20,2862.946048,2778.80128,2712.752992,2649.7206399999995,2582.396608,2560.177696,2519.615968,2471.08192,2429.756608,2416.8808,2393.053984,2364.09808,2346.524896,2332.504864,2311.162624,2285.983744,2272.809088,2276.127136,2274.568,2277.95872,2269.077088,2264.243392,2268.582592,2263.584064,2273.624704,2300.396896,2300.60944,2326.261792,2365.764064,2460.80896,2610.985216,2806.396768,3173.429728,3462.794944,3573.839488,3664.284544,3717.862432,3748.351072,3753.805696,3804.506368,3814.256896,3834.67072,3856.700032,3852.430432,3857.562592,3880.910752,3822.286816,3652.393312,3324.765184,3094.249408,3062.195584,3042.267328,3104.5913920000003,3164.732224,3369.3526719999995,3533.553664,3578.815744,3584.72128,3594.353152,3596.473312,3596.868928,3606.214816,3622.21888,3633.313024,3655.794496,3666.214336,3682.908928,3653.185696,3592.331392,3546.623104,3440.803744,3402.318208,3479.8312,3638.981152,3835.394464,3907.458016,3913.968928,3901.872544,3874.014304,3839.720032,3811.342624,3783.875584,3749.095744,3728.50864,3700.8208,3655.241152,3611.087968,3539.804416,3500.6045440000003,3432.819328,3339.283072,3242.5096000000003,3120.119488,2997.297856,2889.933952,2779.6063360000003
2009-01-21,2683.043392,2591.544064,2519.792224,2474.64112,2434.617376,2377.672864,2334.448768,2305.176736,2275.450432,2247.224224,2224.365664,2206.679008,2207.090752,2171.7700480000003,2152.225504,2141.889088,2122.525024,2123.2689280000004,2111.646688,2107.607488,2102.29504,2109.1100799999995,2092.811872,2102.000896,2096.225632,2133.63808,2149.872064,2152.431232,2182.26112,2258.976736,2374.888768,2546.432992,2796.89872,3063.925216,3175.867456,3248.721952,3284.973952,3336.719488,3370.483072,3416.603872,3432.203872,3441.786208,3456.88144,3471.991072,3486.3712,3470.2888000000003,3433.373824,3314.250592,3039.348928,2846.892064,2800.775776,2801.077888,2838.273184,2891.886208,3028.57072,3153.613312,3191.118016,3221.2888000000003,3228.92128,3236.764096,3239.242624,3265.909888,3281.282272,3309.884416,3329.183104,3357.901312,3339.784384,3319.66192,3283.145536,3246.618208,3165.589408,3114.55072,3181.35856,3350.733184,3538.664416,3607.678048,3614.656096,3607.212544,3562.15984,3529.7842239999995,3495.901984,3479.409568,3451.497568,3419.958688,3408.816256,3371.52064,3316.048,3262.021792,3210.4044160000003,3143.222944,3080.38912,2970.30832,2881.017088,2752.3042239999995,2647.654336,2548.630048
